5687	3	16116
18293	5	2475
1394	0	10457
2660	1	18654
540	0	10587
15546	7	5100
4316	2	14536
8359	4	2582
601	0	5058
7493	3	17758
5504	3	15938
14806	6	2540
8654	4	2703
7952	3	17957
2718	2	14479
3983	0	12614
8417	4	2066
5383	4	520
919	0	7876
22648	5	813
35	0	6506
22748	5	837
15755	7	5312
9726	4	2780
9456	4	3015
13220	4	814
84	0	6288
9435	3	19381
11307	4	3624
5993	3	16406
17678	5	2134
21239	5	3786
889	0	10440
21897	5	1567
17129	7	6773
7968	4	32
22802	7	14128
15290	7	4837
20571	7	10968
9677	4	776
6944	3	17281
22522	7	13692
15464	5	560
7890	3	17964
16197	5	1156
2510	0	11464
16534	7	6132
5730	4	1131
6857	3	17205
823	1	20041
3462	2	14632
3651	1	20886
2100	0	13116
17920	7	9449
243	0	9930
6289	4	1501
19337	7	9381
18836	7	11229
3830	2	14411
19056	7	11182
22244	5	494
14482	6	2639
9763	4	3109
21038	5	1199
425	1	15315
18864	5	591
8203	4	1618
14430	6	3519
2637	1	18990
11065	4	555
18400	5	2537
6669	4	801
14497	6	1937
12285	4	2223
13780	4	196
7606	3	17849
22450	5	1364
11740	3	21154
1485	0	6264
5492	3	15927
4308	0	13961
6501	4	1370
5552	4	998
8465	4	2623
961	0	12728
2578	1	20646
5691	3	16120
17561	5	2062
2937	1	19702
16791	5	1573
3218	1	21614
20218	7	13461
359	0	4789
8105	3	18290
3325	0	10379
7086	3	15070
19509	5	1484
17343	7	7018
2170	0	10158
18590	7	12232
3511	0	10921
14465	6	2541
6884	3	15509
20812	7	11301
6994	3	17324
11706	4	302
4340	1	22776
9101	4	373
19638	5	1003
5121	3	15364
17836	7	7591
10427	3	20168
3602	2	14842
701	0	8415
1515	1	16703
22126	5	3188
8522	3	18639
19238	7	9250
22375	5	926
6597	4	561
10843	3	19191
5337	3	15780
2197	2	14654
16519	7	8385
13653	4	604
6532	4	1654
1784	0	6752
1912	2	14458
18295	5	2477
7315	4	2084
2659	2	14440
14599	6	2839
22309	7	13363
4904	3	15355
16819	5	970
1326	0	8856
8913	3	18960
19354	7	9403
336	0	4765
715	0	8437
7500	3	17763
690	0	8635
14661	6	3111
10812	4	3473
17326	7	8629
9642	3	19544
13348	4	1800
8581	3	18687
7424	3	17698
19961	5	328
3044	0	9546
14536	6	1363
1069	1	16436
10431	4	3342
22008	7	12938
6679	4	1742
13790	3	22590
4883	3	15334
21174	7	11767
22661	7	13911
10339	3	17957
7876	4	919
12705	4	4006
13049	3	22091
7672	3	17911
11055	3	20631
13464	4	2025
9593	4	3057
9048	4	2857
7722	4	1262
389	1	19619
9916	4	3155
13370	3	22313
15938	5	962
495	0	8117
15587	5	668
2822	2	14576
20453	7	10805
1623	2	14465
1854	0	6868
635	1	17694
16845	7	10242
20515	5	339
17587	7	10809
455	0	4895
8396	3	18528
12620	4	436
21633	7	12398
9166	3	19167
2429	0	11840
18537	7	8405
932	1	15902
13104	3	22131
16593	5	1339
3984	1	21781
13316	4	2568
15671	5	741
16530	7	6128
16567	7	6166
5515	3	15949
3300	1	20078
3347	2	14601
6064	3	16470
14491	6	1776
16734	5	1532
9880	3	19731
11878	4	125
14587	6	3060
22651	7	13890
684	2	14517
8772	3	18847
235	0	14070
5114	4	645
8059	3	18159
15991	7	5560
1684	2	14708
3091	2	14688
12896	4	491
14026	3	22736
2362	0	8227
15150	7	4695
4075	1	22011
13031	3	22078
11810	3	21202
4408	1	22972
851	1	21663
889	2	14424
4948	4	500
12811	3	18785
3953	2	14688
22257	5	4160
796	1	15738
4777	3	15231
210	0	4629
10228	4	798
20091	7	11084
15827	5	871
2358	0	12279
173	1	15523
1364	2	14422
14411	6	2818
14155	4	834
15555	5	641
3906	0	12299
5080	3	15408
1771	1	17086
1059	1	17887
19251	5	2942
8154	3	18328
612	1	17112
10989	4	0
6221	4	1448
14503	6	125
4038	0	12834
1506	2	14474
508	0	5243
15531	7	5085
1330	1	21535
3788	1	21247
11846	3	21230
5921	3	16341
18331	7	10139
17045	5	1743
4855	3	15307
8576	3	15772
3631	0	11323
18788	7	8707
9186	4	1817
20566	5	3525
18260	7	12105
19005	7	8968
9974	4	3174
5880	3	16302
21875	5	947
4085	0	12968
2103	0	8672
13146	4	1396
146	1	15017
4552	3	15009
14633	6	496
12596	3	21769
897	0	13390
407	2	14608
13711	3	18013
9206	4	659
19532	7	9624
10984	4	1570
2043	1	17523
7757	4	776
1468	0	9625
9690	3	19581
13740	4	2324
7321	3	17605
20355	7	13458
2355	0	10792
14117	3	15701
22977	5	4411
14881	7	4424
1627	0	11358
4815	3	15268
2591	2	14414
19203	7	9211
16067	5	1061
21369	7	12038
1194	1	19850
851	1	20477
17009	5	1721
20134	5	2476
21363	5	2100
13503	4	3821
4988	3	15439
16468	7	6061
18356	5	2514
16942	7	11427
21674	5	1621
1710	0	13145
3855	2	14496
4206	2	14513
7191	3	17494
4040	0	12842
1643	2	14673
14480	6	749
13054	4	700
14638	6	716
20806	5	3380
2571	0	12441
14282	3	18175
5437	4	912
14571	6	1084
14490	6	1010
14521	6	713
2268	2	14522
18793	5	2729
2077	2	14494
2336	1	18009
19991	5	1104
6132	4	1399
21530	7	12251
2255	1	17870
511	1	15412
1585	0	9684
3713	2	14680
130	1	15000
9368	3	18639
927	0	9424
1675	0	6565
17059	7	6695
14541	6	3584
3780	1	21218
21564	5	3906
21789	7	12627
3685	0	12687
2040	1	20931
5602	4	187
5667	3	16096
4581	4	164
6677	3	16795
20707	7	12767
13155	4	2762
1104	1	16960
14554	6	233
13249	4	314
20345	5	3422
22373	7	13459
17329	5	1924
4079	0	12957
22481	5	370
8586	3	15901
7269	3	17562
14412	6	688
2786	0	11029
1427	1	16618
21290	7	11921
9640	3	18418
14203	4	1077
22082	5	1404
17334	7	7007
2184	1	17749
1585	1	16808
10006	3	19837
3973	2	14666
1504	1	22249
2465	0	8082
1179	2	14504
6222	4	1460
13644	4	4240
1332	0	6025
1165	0	6834
2267	1	21990
10572	3	20285
3602	1	20774
14244	3	19352
17341	7	7015
2368	0	8756
455	1	16299
4357	2	14451
1360	0	6071
19992	7	10192
3515	2	14493
595	0	13962
492	0	4936
6603	4	1697
12546	4	1561
20679	5	1950
2936	1	19242
7094	4	1972
610	1	19194
3087	1	19581
578	1	16313
21318	7	11962
11242	3	20772
499	1	18489
27	0	7161
14526	6	3457
768	2	14513
16415	7	6002
5801	3	16223
8814	4	1150
643	1	15557
806	1	16078
449	0	10013
11651	3	21085
126	1	14996
12296	4	3905
18987	7	14044
14414	6	4381
12009	4	923
1305	0	5985
6139	3	16047
14539	6	202
16804	5	1583
1340	0	13704
7071	3	17389
2250	0	7622
20476	7	10840
191	0	4610
9530	3	19457
12361	3	18091
9459	3	19402
7332	4	2095
370	2	14548
8012	4	2437
4284	0	13837
3185	1	19841
21152	7	11738
2242	2	14522
3482	1	20478
14644	6	2162
9220	3	19211
611	1	16714
5369	3	15811
7203	3	17502
4111	1	22099
7332	3	17616
13157	4	1229
14575	6	3254
21388	7	12058
16748	7	6358
15828	7	11477
1846	0	6854
4045	2	14482
603	2	14435
17524	7	7228
15017	7	4560
15465	7	5014
6111	3	16514
8456	3	18582
19987	7	10187
8921	3	18967
14506	6	2553
280	0	5221
21109	5	2469
11384	4	334
3967	1	21747
151	2	14513
20253	5	869
15139	7	4684
21442	5	1077
6467	4	1614
10189	4	275
14683	6	4058
19077	5	1810
11453	4	873
15834	7	9699
20548	7	10934
0	1	14869
9	1	14895
677	0	5153
20463	5	2685
801	1	17037
1448	1	20907
181	2	14529
478	0	9566
3381	1	20256
3689	0	11502
12018	4	3832
20311	5	3074
7204	4	691
17411	5	1976
8966	3	19003
7574	4	2228
9221	4	2660
1151	0	8520
5204	4	721
6087	4	1372
537	2	14415
16048	7	5619
19304	5	2968
10639	3	16241
1166	0	8130
18908	5	2784
15902	7	5466
9715	3	19600
20710	5	3572
3636	1	20839
2696	0	8627
9029	3	19057
190	1	22069
10269	4	3282
5492	4	951
2940	0	9261
12373	4	429
2252	2	14781
20090	7	10323
20148	7	10401
973	0	5519
1908	0	6966
17458	5	1997
1550	2	14443
2092	0	7325
17892	7	7653
13892	4	395
694	1	17119
17878	7	7639
19900	5	3211
2268	1	20822
12912	4	2116
6191	3	16590
3216	0	10095
20507	5	3496
21370	7	12040
2832	0	8979
20943	5	2488
11640	4	3735
7805	3	18026
3723	0	11605
14548	6	2501
2170	1	18451
6282	3	16679
19131	5	733
20765	5	3598
13057	4	361
18988	7	8948
15240	7	4786
1449	0	8473
12665	3	21817
7041	4	1938
13769	4	4272
614	2	14639
18671	5	2665
18364	7	8199
14873	5	4
15835	7	5393
13091	3	19005
455	0	13682
9239	3	19228
77	0	4490
15283	7	4830
10157	3	19959
437	1	15327
811	0	5312
14441	6	532
19675	5	4135
13800	4	706
1290	0	8386
443	0	12953
13084	4	445
16292	7	5870
5215	3	15659
7095	4	741
7199	4	342
1128	0	13120
965	0	5508
2429	0	9810
16615	5	1457
14741	6	2164
1899	1	17584
20787	7	11265
21263	7	11888
555	2	14570
11281	3	20799
5451	3	15171
1795	1	17126
15824	7	5382
8279	3	16828
2591	1	18513
10442	4	31
7092	4	685
352	1	19868
17171	7	6818
665	0	13966
5987	4	1307
5196	3	15641
8550	4	1721
1535	2	14468
2028	0	14045
3310	0	10323
20702	7	11150
2361	1	18047
7263	4	1299
10720	4	3436
9581	3	19498
2139	1	17684
403	2	14606
1371	0	7346
2532	2	14528
19659	5	1668
20454	7	10806
1903	0	8391
21112	7	11687
16257	7	5835
2296	2	14507
2149	0	9237
4772	4	342
4270	0	13767
21460	7	12156
324	1	20363
10296	4	3293
14443	6	4040
16247	5	1195
4198	2	14450
17135	5	1803
1332	0	9746
4387	1	22920
16457	5	1346
8541	4	2660
5692	3	16121
21900	7	12781
22859	5	4367
8151	3	18325
13368	3	17747
3098	2	14472
13846	4	998
20794	7	11275
5672	4	451
12398	3	21633
11150	4	2646
3963	1	21757
19486	7	9566
18330	5	2500
373	2	14594
12088	3	21411
22718	5	1281
22928	7	14330
2857	1	19073
19515	7	10227
690	0	8534
16691	5	883
684	1	18894
13134	3	20526
275	1	15307
4039	1	21941
731	1	15658
2142	2	14438
3745	0	11673
21462	7	12158
1537	1	20372
17582	7	7293
6327	3	16722
17338	5	1928
19418	5	3022
11314	3	20821
14633	6	2814
7679	3	17917
22167	5	715
14655	6	3651
15639	7	5194
2850	0	9031
11687	3	21112
21209	7	11818
18454	5	1284
11772	4	2715
1175	0	11975
653	1	15569
6717	3	17080
8850	4	2788
15841	7	5399
12228	3	21514
14992	5	122
19074	7	9051
19265	5	827
2412	2	14758
3193	0	10037
257	1	15137
6949	4	1897
4223	0	13549
720	1	19532
6659	3	16471
16730	5	669
3644	0	12882
495	0	10199
13242	3	19731
14392	4	3680
3887	2	14461
22846	7	14196
3674	0	11457
15271	5	386
2701	1	18741
1797	0	6772
15827	7	5385
398	1	17000
2400	2	14672
14942	7	10939
6301	4	1067
1984	1	17430
1209	1	16266
8270	3	18425
21226	5	2223
14672	6	3901
21863	5	1890
15582	7	13147
1114	1	19385
1028	0	13088
2244	0	12816
21480	7	13707
6546	3	16924
10711	3	20380
22195	7	13757
17113	5	1015
2477	1	18295
11229	4	2748
14982	5	112
1132	2	14484
10086	4	2769
14461	6	1619
44	1	22008
5614	4	1045
15103	7	4647
9003	4	2460
4968	3	15419
8806	4	2767
4312	1	22706
1443	2	14426
8394	4	2597
13791	4	1724
12247	3	21526
5229	3	15673
5146	4	672
19742	5	3147
3416	2	14414
21073	5	1245
15242	5	358
1687	1	16963
15688	7	11571
3660	0	14374
3467	0	10795
8724	3	15524
9417	4	230
12398	4	2460
609	0	5966
8474	3	18599
14726	6	1482
14726	6	1566
7544	4	2215
20137	5	3328
17460	5	1998
17844	5	532
6083	3	16488
2270	2	14504
20044	5	630
1394	1	16528
10771	3	20426
10838	3	20474
18846	7	8771
19789	7	9944
5735	3	16161
22419	7	13524
18478	5	2572
14491	6	3088
2971	0	9347
20215	7	10493
968	1	20755
16840	5	1605
9552	4	3046
4389	1	16140
14550	6	1620
7170	3	17474
1478	1	17923
2152	0	9421
714	2	14681
17024	5	1730
3837	0	12044
15279	7	4826
2660	0	12618
10489	4	1470
104	1	14974
10184	4	2934
10602	3	16972
13545	4	4222
14540	6	4387
9182	4	2915
9967	3	19808
41	0	7496
14564	6	941
694	0	12175
13928	3	22669
17142	5	1807
2561	1	20680
13386	3	22325
4023	0	12788
2597	0	8394
13727	3	22542
4766	3	15220
1241	2	14464
14556	6	1142
2878	2	14434
5473	4	438
13881	3	21011
13667	3	18243
806	1	18689
12106	3	21423
19540	7	9636
17583	5	1964
1003	1	15989
7475	3	17742
12631	3	21793
21157	7	11744
20150	7	10405
3905	1	21563
5526	3	15960
21870	7	12735
746	1	16565
1097	0	14226
97	2	14487
12340	4	3313
21411	7	12088
14982	7	4525
1846	1	22371
14437	6	3736
22952	5	1111
14709	6	1868
20407	5	3447
11603	3	15155
253	1	18736
10856	3	20487
22652	5	3423
7884	3	18099
10428	4	2252
1299	0	11783
14554	6	1847
489	0	4933
22045	7	12985
2097	1	15565
9859	4	3135
11292	4	998
12791	3	17380
72	2	14474
7036	3	17357
3265	1	21100
9220	4	2812
2882	1	22872
3075	1	19553
16304	7	5882
12251	3	21530
19920	7	14324
1526	1	17673
761	0	8246
1148	1	22738
22951	5	1530
22106	7	13067
1286	0	14187
22479	5	1711
814	1	20878
18455	7	8308
5124	3	15569
16168	5	229
16852	5	1615
14769	6	1898
5685	3	16114
478	1	15979
14720	6	1213
2293	2	14493
1755	2	14433
22189	7	13189
264	0	4691
4384	2	14438
11684	4	2469
1457	0	6216
2874	0	9091
8626	4	819
2870	1	19099
11152	4	1105
15012	7	4555
16955	5	1683
6628	3	17000
2711	2	14424
3230	0	10123
788	2	14658
14163	3	15866
16312	5	1246
11159	3	20709
1717	1	17005
21406	7	12082
19299	5	2965
1437	1	16587
20974	7	11507
18142	5	1800
14669	6	2344
21592	7	12338
10575	3	20288
2881	1	19117
1478	2	14461
22438	5	268
3710	2	14507
17619	5	1718
2614	0	8444
4776	3	15230
16768	5	1119
441	0	9886
14847	6	3603
10083	3	19898
12736	4	909
4673	4	251
18915	7	8852
4260	2	14591
6491	4	839
2557	1	18435
19639	5	3109
17791	7	7535
11046	3	18448
14607	6	1667
2016	0	11171
2306	2	14411
19746	7	9897
10255	4	3280
854	1	21145
2580	0	8357
10237	3	15034
13376	4	4186
16004	5	714
3353	0	12425
21582	7	12323
4324	0	14035
16177	7	8181
2040	2	14419
5016	4	563
7653	4	2271
14799	6	2459
21778	5	1774
4318	1	22731
14151	4	4032
430	0	7684
14437	6	4228
12574	4	3971
14435	6	1827
7270	4	2063
12035	3	15866
14421	6	844
17330	7	7002
11063	4	880
1944	2	14623
9623	3	17556
3601	1	20772
22773	7	14087
20259	5	3383
17245	5	1870
10097	4	3218
22105	7	13066
5658	3	16087
3759	0	12275
5941	4	233
2031	2	14546
4321	0	14023
6411	4	1579
5548	3	15981
608	2	14458
1555	0	6373
22669	7	13928
5432	3	15872
19828	7	9995
4522	4	109
1956	0	11513
17010	5	1722
5560	3	15991
7652	3	17891
8076	3	18265
3626	0	11311
15554	7	5108
13228	3	22216
1766	1	18062
3554	0	11078
2786	0	8846
1352	1	16466
12570	4	3970
13085	3	22119
18387	7	8229
4461	3	14918
19200	7	9207
9382	3	19338
12902	4	3660
21955	5	706
22601	7	14288
14793	6	2233
1859	2	14559
22604	7	13812
22566	5	182
9022	3	19052
20858	5	1627
7706	3	17942
3932	1	21661
21831	7	12686
977	1	18921
1793	0	11089
14422	6	4395
16025	5	1032
545	1	16114
14435	6	815
12647	4	1023
2348	0	11342
17676	5	890
9175	4	2099
2996	2	14708
22392	5	58
14491	6	2732
20060	7	10285
828	0	5331
7344	4	2102
1968	0	7905
1233	1	16597
22644	7	13873
14634	6	2691
7921	4	2398
19381	5	3004
16307	7	6847
2225	0	7564
14483	6	912
9878	4	2295
7698	4	2294
16678	5	1496
5935	3	16354
22818	7	14153
1487	0	11595
12717	3	15339
1618	0	8203
22726	5	1713
3995	1	21815
83	0	12920
1182	1	16233
19902	5	3212
11235	3	20767
197	0	9686
16016	5	1024
8349	4	1849
1216	1	15531
2561	1	21821
12145	4	3869
21793	5	1913
5703	4	1113
22019	7	12953
2404	2	14734
17792	7	7536
21659	7	12435
13644	3	22489
2429	1	18198
153	1	17033
17575	7	7285
163	0	7626
17889	7	7650
8647	3	16492
10628	3	20322
2374	0	11652
946	1	18763
3466	1	20442
9240	4	2546
20475	5	3481
3733	0	11626
3734	1	21069
13542	3	22432
2459	1	18259
19635	7	13282
19183	7	9183
15718	7	5274
5127	4	398
6109	3	16512
16644	5	1046
13690	3	19219
19964	7	10162
20068	5	3292
3895	0	12251
2697	1	18731
8289	3	18440
1127	2	14530
3318	2	14657
10708	3	20377
21822	7	12671
14298	3	22909
783	2	14453
1655	1	21572
19575	7	9680
14022	3	16969
1184	1	16235
2883	0	9108
2056	1	17546
665	0	5139
20638	5	136
3129	0	10672
10709	3	20378
19126	7	9116
2372	0	10621
6978	3	17309
4005	0	12704
16399	5	1306
293	1	15175
17466	5	407
820	0	7439
6472	3	16855
7721	4	2308
7596	4	1109
762	0	8049
2845	0	9018
20201	7	10473
1432	1	21309
20888	5	3653
5058	3	15508
21125	7	11703
4716	3	15171
19165	5	478
1671	0	6560
18901	5	2780
21922	5	4029
17006	7	6634
18904	7	8838
3038	2	14488
9491	3	19425
14537	6	4026
22869	7	14235
9020	3	15329
6278	3	16675
7593	4	2234
5244	4	755
14565	6	274
13564	3	15790
552	2	14647
705	0	5183
10380	3	20130
1933	1	17344
8092	3	18278
18226	5	1455
9481	4	745
14310	3	22916
668	2	14564
14996	5	126
6722	3	15864
17359	7	7038
544	0	8813
17522	7	7226
1738	0	9359
12879	4	2984
3450	0	13196
8315	4	2248
20254	5	3379
16394	5	1150
12270	4	2790
5688	4	1101
12355	3	21603
9846	3	19708
17196	7	6846
16367	7	5948
1637	0	7500
2035	0	12639
18083	5	1508
16473	5	1186
17279	5	1891
14477	6	3628
15291	5	403
22148	5	2247
795	0	5294
8968	3	19005
630	1	19979
3724	0	11607
3989	2	14799
6908	4	1872
738	0	8697
1336	0	6032
5511	4	967
14732	6	1291
16935	7	6559
18783	5	2721
9646	3	19547
5403	4	884
20366	5	771
14938	7	11787
3844	2	14435
18619	5	210
9012	4	826
11601	4	227
29	0	8467
13642	3	18263
774	2	14537
2438	2	14535
18127	5	2397
21954	7	12861
5086	4	621
9718	4	3097
10867	4	1567
15127	7	10220
14453	6	2068
9936	4	3163
15228	7	4774
9569	3	16435
2332	0	13017
2534	0	9530
21201	7	11809
11807	3	21199
11013	3	20601
8674	4	274
20837	5	1916
18394	5	2534
6869	3	14988
19912	5	3221
1295	1	18957
17401	7	7085
3418	0	10637
2629	2	14616
9093	4	2876
19297	5	2444
21738	7	12551
9284	4	557
15892	5	924
1333	0	10611
18290	7	11154
13405	3	22336
13722	4	4071
20802	5	2140
21919	5	630
1174	0	9151
20192	5	3355
7183	4	1383
3135	1	19715
16442	5	1336
221	0	8623
3030	2	14414
22503	7	13661
3914	0	12348
19130	5	1215
8812	3	18521
19735	7	12153
577	2	14420
14603	6	793
16861	5	605
7333	3	17617
5431	4	18
2884	1	19122
9345	4	2297
1252	0	13695
15617	7	5172
18341	5	2505
1427	0	12904
6407	4	1577
22072	5	2654
21166	7	11754
5188	4	707
14424	6	1130
13900	3	22302
14433	6	1821
10789	3	20442
10592	3	16702
4411	2	14544
4122	0	13652
15346	5	455
3635	0	11332
19278	7	9300
15551	7	5105
3954	2	14458
17846	7	7602
7753	3	17983
19106	5	2874
9837	4	2315
14435	6	277
13859	4	1330
